ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Borough,Country,Timezone,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Bump,Give_Way,Stop,Amenity,Junction,Station,Railway,No_Exit,Crossing,Roundabout,Turning_Loop,Traffic_Calming,Traffic_Signal,Civil_Twilight
A-483288,2,2020/12/28 5:34,2020/12/28 6:50,29.700279,-95.359322,0,Accident on Scott St at Scottcrest Dr.,nan,Scottcrest Dr,R,Houston,Harris,TX,77021,Inner Loop,US,US/Central,62,62,90,30.08,10,SE,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-483290,2,2020/12/9 5:33,2020/12/9 6:48,29.825381,-95.380243,3.853,Incident on I-45 NB near TIDWELL RD Expect long delays.,nan,I-45 N,R,Houston,Harris,TX,77022,Northeast,US,US/Central,46,46,89,30.14,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-483360,2,2020/3/12 7:35,2020/3/12 8:21,29.832279,-95.536842,0,Accident on Windfern Rd at Clay Rd.,9897,Clay Rd,R,Houston,Harris,TX,77080-1101,Northwest,US,US/Central,69,69,84,29.9,10,SSW,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-483476,2,2020/12/31 1:35,2020/12/31 3:32,29.710889,-95.490958,0.124,Incident on ASHCROFT DR near CLAREWOOD DR Drive with caution.,6500, Ashcroft Dr,R,Houston,Harris,TX,77081,Southwest,US,US/Central,71,71,84,29.71,9,SSE,15,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-483495,2,2020/7/31 10:21,2020/7/31 11:40,29.675406,-95.336472,0,Accident on Martin Luther King Blvd at Pershing St.,7102,Martin Luther King Blvd,R,Houston,Harris,TX,77033-2042,Southeast,US,US/Central,88,88,67,29.95,10,SW,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-483530,2,2020/10/9 11:43,2020/10/9 12:13,29.797899,-95.410042,0,Accident on Shepherd Dr at 15th St.,1207,W 15th St,R,Houston,Harris,TX,77008-3815,Inner Loop,US,US/Central,76,76,87,29.65,7,NNE,22,0.05,Light Rain / Windy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-483567,2,2020/10/17 23:25,2020/10/18 2:37,29.789924,-95.371676,0.223,Incident on I-45 NB near COTTAGE ST Drive with caution.,nan,I-45 N,R,Houston,Harris,TX,77009,Inner Loop,US,US/Central,75,75,84,29.97,10,SSE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Night
A-483630,2,2020/2/19 16:40,2020/2/19 17:56,29.84503,-95.302109,0,Accident on Homestead Rd at Firnat St.,nan,Firnat St,R,Houston,Harris,TX,77016,Northeast,US,US/Central,57,57,81,30.03,10,NNE,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-483655,2,2020/11/7 9:26,2020/11/7 11:23,29.705329,-95.318728,0.055,Incident on S WAYSIDE DR near BROCK ST Drive with caution.,3099, S Wayside Dr,L,Houston,Harris,TX,77023,Inner Loop,US,US/Central,74,74,68,30.01,10,ENE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-483819,2,2020/12/3 2:45,2020/12/3 4:45,29.736782,-95.575605,0.034,Incident on WESTHEIMER RD near HAYES RD Drive with caution.,11280, Westheimer Rd,R,Houston,Harris,TX,77042-3223,Southwest,US,US/Central,50,50,61,30.12,10,NNW,15,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-484497,2,2020/10/29 10:55,2020/10/29 11:58,29.86986,-95.409668,0,Accident on Little York Rd at Stuebner Airline Rd.,7798,Stuebner Airline Rd,R,Houston,Harris,TX,77088-6353,Northwest,US,US/Central,57,57,53,29.96,10,NW,15,0,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-484553,3,2020/5/28 19:31,2020/5/28 19:46,29.59192,-95.38609,0,At Beltway 8 - Accident. Two lanes blocked.,nan,S Freeway N,R,Houston,Harris,TX,77047,Southeast,US,US/Central,77,77,71,29.87,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-484932,2,2020/11/10 15:47,2020/11/10 17:23,29.595196,-95.246439,0.184,Incident on HALL RD near SOUTHBLUFF BLVD Drive with caution.,8880, Southbluff Blvd,R,Houston,Harris,TX,77089-1035,Southeast,US,US/Central,79,79,78,29.76,10,ESE,8,nan,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-485676,2,2020/11/25 23:47,2020/11/26 1:02,29.73101,-95.403996,3.393,Incident on I-69 SB near BUFFALO SPEEDWAY Three lanes blocked. Expect delays.,nan,I-69 N,R,Houston,Harris,TX,77098,Inner Loop,US,US/Central,60,60,62,30.01,10,NE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-485728,2,2020/9/22 23:53,2020/9/23 9:32,29.80279,-95.48491,0.075,Incident on LONG POINT RD near WIRT RD Drive with caution.,nan,Long Point Rd,R,Houston,Harris,TX,77055,Northwest,US,US/Central,76,76,94,29.73,2,ENE,8,0.05,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-485778,2,2020/12/14 4:22,2020/12/14 6:40,29.814185,-95.284423,0.028,Incident on N WAYSIDE DR near ANGUS ST Drive with caution.,5726, N Wayside Dr,R,Houston,Harris,TX,77028-5209,Northeast,US,US/Central,44,37,71,30.19,10,N,15,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-485995,3,2020/9/26 21:19,2020/9/26 22:49,29.721569,-95.493118,0,Right lane blocked and right hand shoulder blocked due to accident on Southwest Fwy Northbound at Westward St.,6299,Southwest Fwy,R,Houston,Harris,TX,77074-2201,Southwest,US,US/Central,79,79,72,29.81,10,SSE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-486036,3,2020/3/26 13:56,2020/3/26 15:11,29.783991,-95.564743,0.430000007,Accident on entry ramp to Sam Houston Tollway South Eastbound at Exits 754 755 756 756A 756B 757 758 759 759A 759B 760 761 761A 761B 762 764 from I-10 Eastbound.,nan,Katy Fwy,R,Houston,Harris,TX,77079,Southwest,US,US/Central,85,85,63,29.78,10,SSE,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-486298,2,2020/1/28 8:55,2020/1/28 9:54,29.651251,-95.463837,0,Accident on Post Oak Rd at Gasmer Dr.,4908,Gasmer Dr,R,Houston,Harris,TX,77035-6106,Southwest,US,US/Central,57,57,87,29.96,9,ENE,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-486449,2,2020/5/1 8:17,2020/5/1 8:47,29.808607,-95.327713,0,Right hand shoulder blocked due to accident on I-610 Eastbound at Hirsch rd.,nan,I-610 E,R,Houston,Harris,TX,77026,Inner Loop,US,US/Central,67,67,79,30.02,10,S,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-486726,2,2020/11/28 23:51,2020/11/29 2:51,29.623507,-95.465022,0.045,Incident on S POST OAK RD near PRUDENCE DR Drive with caution.,14011, S Post Oak Rd,L,Houston,Harris,TX,77045-5137,Southwest,US,US/Central,65,65,90,29.92,4,E,12,0.1,Heavy Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-486810,2,2020/12/11 13:55,2020/12/11 22:01,29.867826,-95.406879,3.106,Slow traffic on I-45 S from Little York Rd/Exit 55 (I-45) to Crosstimbers Rd/Exit 52 (I-45) due to accident.,nan,I-45 S,R,Houston,Harris,TX,77076,Northeast,US,US/Central,75,75,66,29.73,10,SSE,20,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-486884,2,2020/12/20 7:11,2020/12/20 11:35,29.665017,-95.528036,0.01,Incident on CREEKBEND DR near S GESSNER RD Drive with caution.,nan,S Gessner Rd,R,Houston,Harris,TX,77071,Southwest,US,US/Central,50,50,93,30.04,10,N,6,0,Shallow Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-486947,2,2020/8/18 10:25,2020/8/18 11:41,29.748831,-95.375198,0,Accident on Louisiana St at Hadley St.,2298,Louisiana St,R,Houston,Harris,TX,77002-8626,Inner Loop,US,US/Central,89,89,43,29.96,10,WSW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-487022,2,2020/11/19 18:23,2020/11/19 19:40,29.830522,-95.382065,0.947,Incident on I-45 NB near CROSSTIMBERS ST Expect long delays.,nan,I-45 N,R,Houston,Harris,TX,77022,Northeast,US,US/Central,70,70,81,30.19,10,ESE,10,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-487086,3,2020/1/14 11:26,2020/1/14 13:37,29.606747,-95.205582,0,Right and center lane blocked and right hand shoulder blocked due to accident on I-45 Gulf Fwy Southbound at Exits 31 33.,nan,I-45 N,R,Houston,Harris,TX,77034,Southeast,US,US/Central,76,76,85,30.08,8,SSW,13,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-487446,2,2020/6/4 10:12,2020/6/4 11:30,29.760981,-95.360458,0,Accident on Preston St at Fannin St.,1097,Preston St,L,Houston,Harris,TX,77002-1805,Inner Loop,US,US/Central,84,84,69,29.9,10,SSW,5,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-487546,2,2020/12/15 10:20,2020/12/15 11:29,29.851286,-95.283752,0,Accident on Tidwell Fountains Ln at Wayside Dr.,nan,Old Tidwell Rd,R,Houston,Harris,TX,77028,Northeast,US,US/Central,50,50,86,29.94,2,E,10,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-487554,2,2020/11/17 5:24,2020/11/17 6:44,29.950735,-95.388077,0,Accident on Greens Rd Eastbound at Seminar Dr.,nan,Greens Rd,R,Houston,Harris,TX,77060,Northeast,US,US/Central,46,46,73,30.27,10,CALM,0,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-487699,2,2020/9/23 17:48,2020/9/23 21:41,29.785212,-95.575765,0.076,Incident on N WILCREST DR near KATY FWY Drive with caution.,nan,Katy Fwy,R,Houston,Harris,TX,77043,Northwest,US,US/Central,79,79,72,29.76,10,N,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-487732,2,2020/12/12 15:18,2020/12/13 5:38,29.742137,-95.42283,0.221,Stationary traffic from Kirby Dr (Westheimer Rd/FM-1093) to Buffalo Speedway/Claremont Ln (Westheimer Rd/FM-1093) due to accident.,2700, Sackett St,R,Houston,Harris,TX,77098-1124,Inner Loop,US,US/Central,67,67,70,29.94,10,NNW,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-487757,2,2020/10/4 22:05,2020/10/5 1:04,29.864186,-95.412364,0.095,Incident on N SHEPHERD DR near MILLVILLE DR Drive with caution.,700, W Rittenhouse Rd,R,Houston,Harris,TX,77091-2406,Northwest,US,US/Central,77,77,56,30.07,10,E,3,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Night
A-488108,2,2020/12/21 5:53,2020/12/21 7:04,29.64712,-95.463913,0,Accident on Main St at Post Oak Rd.,nan,Main St,R,Houston,Harris,TX,77035,Southwest,US,US/Central,46,46,89,30.11,10,CALM,0,0,Shallow Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-488206,2,2020/10/29 20:48,2020/10/29 23:51,29.747851,-95.340466,0.058,Incident on YORK ST near PRESTON ST Drive with caution.,nan,York St,R,Houston,Harris,TX,77003,Inner Loop,US,US/Central,54,54,64,30.12,10,N,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Night
A-488428,2,2020/5/8 11:20,2020/5/8 13:09,29.79991,-95.450569,0,Right and 2 center lane blocked due to accident on I-610 Westbound at Exits 9B 10 10A 10B 11 12A 13A 13B 14 I-10 Exits 762B 763.,nan,I-610 S,R,Houston,Harris,TX,77092,Northwest,US,US/Central,84,84,65,29.86,10,SW,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-488922,2,2020/11/12 20:35,2020/11/12 22:53,29.778341,-95.353812,0.146,Incident on CHAPMAN ST near NOBLE ST Drive with caution.,1398, Lorraine St,R,Houston,Harris,TX,77009-8736,Inner Loop,US,US/Central,72,72,81,29.98,10,E,5,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-489263,2,2020/12/15 10:20,2020/12/15 11:29,29.618601,-95.229973,0,Accident on Sabo Rd at Kingspoint Rd.,10400,Sabo Rd,R,Houston,Harris,TX,77089-1650,Southeast,US,US/Central,48,43,93,29.95,1,ENE,12,nan,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-489283,2,2020/3/24 6:47,2020/3/24 8:03,29.719761,-95.320557,0,Accident on Dismuke St at Dorbrandt St.,5601,Dorbrandt St,L,Houston,Harris,TX,77023-4715,Inner Loop,US,US/Central,73,73,84,29.86,9,SSW,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-489592,2,2020/12/27 1:41,2020/12/27 3:38,29.966013,-95.421848,0.014,Incident on W RANKIN RD near RICHBOURGH RD Drive with caution.,12501, Richbourgh Rd,L,Houston,Harris,TX,77090,Northwest,US,US/Central,52,52,80,29.89,10,SE,5,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-489741,2,2020/11/19 18:45,2020/11/19 21:24,29.715657,-95.569291,0.017,Incident on HARWIN DR near KENWALL DR Drive with caution.,11259, Harwin Dr,L,Houston,Harris,TX,77072-1621,Southwest,US,US/Central,70,70,81,30.15,10,ESE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-489906,2,2020/9/17 6:47,2020/9/17 7:35,29.85017,-95.478577,0,Accident on Lost Forest Dr at Tidwell Rd.,5999,W Tidwell Rd,L,Houston,Harris,TX,77092-2219,Northwest,US,US/Central,81,81,74,29.85,10,NNE,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-490005,2,2020/10/27 9:59,2020/10/27 10:34,29.778761,-95.293182,0,Accident on Hershe St at Crown St.,7498,Hershe St,R,Houston,Harris,TX,77020-5542,Inner Loop,US,US/Central,67,67,84,29.94,6,N,10,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-490222,2,2020/10/21 22:19,2020/10/22 3:20,29.729324,-95.370347,0.063,Incident on CLEBURNE ST near BASTROP ST Drive with caution.,2222, Cleburne St,R,Houston,Harris,TX,77004-5105,Inner Loop,US,US/Central,77,77,82,29.95,10,E,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-490449,2,2020/11/26 2:44,2020/11/26 3:06,29.818225,-95.243827,0.213,Stationary traffic on US-90 Bus E - US-90 Bus W from US-90/N McCarty St/Beaumont Rd (Beaumont Hwy/Beaumont Rd/US-90) to John Ralston Rd (Beaumont Hwy/US-90) due to accident.,10700, Beaumont Hwy,R,Houston,Harris,TX,77078-4920,Northeast,US,US/Central,52,52,80,29.92,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-490576,2,2020/12/22 4:35,2020/12/22 9:41,29.640793,-95.463031,0.033,Incident on ALLUM RD near S POST OAK RD Drive with caution.,5337, Allum Rd,L,Houston,Harris,TX,77045-2005,Southwest,US,US/Central,52,52,89,30.15,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-490631,2,2020/12/16 17:47,2020/12/16 21:29,29.647224,-95.50841,0.036,Incident on FONDREN RD near SOUTHMEADOW DR Drive with caution.,7501, Southmeadow Dr,L,Houston,Harris,TX,77071,Southwest,US,US/Central,48,43,58,30.09,10,NNW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-490843,2,2020/11/6 14:11,2020/11/7 3:39,29.729352,-95.433752,1.513,Stationary traffic on US-59 from Edloe St (US-59) to I-610 (Houston) (South) (US-59) due to accident.,nan,I-69 S,R,Houston,Harris,TX,77027,Inner Loop,US,US/Central,79,79,44,30.01,10,SE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Day
A-491349,2,2020/12/6 7:16,2020/12/6 8:31,29.675331,-95.26813,0.019,Incident on I-45 FRONTAGE RD SB near HOWARD DR Expect long delays.,nan,Gulf Fwy,R,Houston,Harris,TX,77061,Southeast,US,US/Central,47,47,93,30.06,3,SW,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-491586,2,2020/12/24 7:50,2020/12/24 9:47,29.802078,-95.451332,7.616,Incident on NORTHWEST FWY near PINEMONT DR Drive with caution.,nan,Northwest Fwy,R,Houston,Harris,TX,77092,Northwest,US,US/Central,42,33,43,30.28,10,NNW,23,0,Partly Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-491594,2,2020/2/19 16:23,2020/2/19 17:37,29.883114,-95.197807,0,2 frontage lane blocked due to accident on TX-8-BELTWAY Sam Houston Pkwy Northbound after Garrett Rd.,nan,E Sam Houston Tollway N,R,Houston,Harris,TX,77044,Northeast,US,US/Central,57,57,81,30.03,10,NNE,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-491856,2,2020/9/18 22:19,2020/9/19 1:36,29.643903,-95.246036,0.444,Incident on HOLLOCK ST near EASTHAVEN BLVD Drive with caution.,nan,I-45 S,R,Houston,Harris,TX,77034,Southeast,US,US/Central,81,81,41,29.93,10,NE,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-491866,2,2020/12/21 3:58,2020/12/21 5:13,29.898551,-95.203024,0.966,Incident on E SAM HOUSTON TOLLWAY NB near GENERATION PKY Three lanes blocked. Expect delays.,nan,E Sam Houston Tollway N,R,Houston,Harris,TX,77044,Northeast,US,US/Central,42,42,92,30.02,7,CALM,0,0,Mist,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-492106,2,2020/11/12 1:14,2020/11/12 2:29,29.756907,-95.374627,0.108,Incident on I-45 NB near W DALLAS ST Expect long delays.,nan,I-45 N,R,Houston,Harris,TX,77002,Inner Loop,US,US/Central,69,69,54,29.91,10,E,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-492190,2,2020/12/15 20:01,2020/12/15 21:58,29.804963,-95.399256,0.039,Incident on YALE ST near W 21ST ST Drive with caution.,2101, Yale St,L,Houston,Harris,TX,77008-2559,Inner Loop,US,US/Central,51,51,89,29.9,8,N,10,0,Cloudy,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-492361,3,2020/6/26 15:31,2020/6/26 16:47,29.745506,-95.364403,0,Left and center lane blocked due to accident on I-45 Gulf Fwy Northbound at I-69.,nan,I-45 N,R,Houston,Harris,TX,77003,Inner Loop,US,US/Central,86,86,74,30,7,SSE,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-492414,2,2020/11/4 21:45,2020/11/5 1:42,29.815941,-95.387536,0.099,Incident on E 32ND 1/2 ST near ROGERS ST Drive with caution.,3198, Link Rd,R,Houston,Harris,TX,77022,Northeast,US,US/Central,66,66,90,30.19,10,SE,7,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-492701,2,2020/12/31 18:37,2020/12/31 21:15,29.610961,-95.247518,0.562,Slow traffic from Blackhawk Blvd (Fuqua St) to Beamer Rd/Seaford Dr (Fuqua St) due to accident.,9454, Fuqua St,L,Houston,Harris,TX,77075-3909,Southeast,US,US/Central,48,40,83,29.7,10,WSW,23,0,Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-492906,2,2020/12/3 19:00,2020/12/3 21:18,29.779801,-95.606492,0.055,Incident on DAIRY ASHFORD RD near BARRYKNOLL LN Drive with caution.,1099, Dairy Ashford Rd,L,Houston,Harris,TX,77079-4607,Southwest,US,US/Central,49,47,69,30.1,10,N,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-492913,2,2020/10/23 19:13,2020/10/23 20:52,29.726365,-95.41861,0.036,Incident on KIRBY DR near SOUTH BLVD Drive with caution.,5201, Kirby Dr,L,Houston,Harris,TX,77098-5013,Inner Loop,US,US/Central,74,74,68,29.94,10,N,20,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-493182,2,2020/3/10 5:57,2020/3/10 7:00,29.671345,-95.528175,0,Accident on Gessner Rd at Braeswood Blvd.,nan,S Gessner Rd,R,Houston,Harris,TX,77071,Southwest,US,US/Central,67,67,90,30.19,8,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Night
A-494143,2,2020/11/24 0:27,2020/11/24 2:45,29.924662,-95.41176,0.046,Incident on NORTH FWY near GOODSON DR Drive with caution.,11000, North Fwy,R,Houston,Harris,TX,77037-1008,Northeast,US,US/Central,57,57,93,29.96,7,CALM,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-494255,2,2020/3/10 9:59,2020/3/10 10:28,29.686037,-95.379524,0,Left & center lane blocked due to accident on TX-288 Southbound at I-610.,nan,TX-288 N,R,Houston,Harris,TX,77021,Inner Loop,US,US/Central,71,71,84,30.24,8,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day
A-494304,3,2020/11/11 18:50,2020/11/11 19:51,29.772203,-95.36586,0,Center lane blocked due to accident on I-10 Eastbound at Exits 768A 768B 769A I-45 Exits 48A 48B.,nan,I-45 N,R,Houston,Harris,TX,77002,Inner Loop,US,US/Central,77,77,58,29.88,10,ENE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
A-494305,2,2020/11/23 16:13,2020/11/23 17:44,29.703911,-95.571213,0,Accident on Bellaire Blvd both ways around Wilcrest Dr.,nan,Wilcrest Dr,R,Houston,Harris,TX,77072,Southwest,US,US/Central,66,66,78,30.07,10,E,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Day
A-494368,2,2020/10/31 22:01,2020/11/1 0:51,29.688788,-95.591503,0.072,Incident on BEECHNUT ST near RIPTIDE DR Drive with caution.,nan,Riptide Dr,R,Houston,Harris,TX,77072,Southwest,US,US/Central,60,60,83,30.09,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night
